id mito,id,sex,genotype,treatment,normalisation,region,Sample,M_plus_G,D,c,P,S,Fccp,Rot,Ama,As/Tm,Azd,C_iv,b,out,out_susp
EM132,86,m,sca,ctrl,mg,cerebellum,0.657724958,4.525229202,19.21174873,21.6017657,33.22234295,68.44699491,85.74512733,35.52584041,0,193.7309338,30.39212224,163.3388115,,,
EM139,88,m,sca,ctrl,mg,cerebellum,3.419522546,11.96986737,63.0794695,64.29994695,103.1277454,164.2722546,202.2575066,71.3997878,0,358.0618568,61.06843501,296.9934218,,1,
EM140,88,m,sca,ctrl,mg,cerebellum,0.966896552,12.30291777,49.17623342,50.17941645,76.00753316,123.3800531,157.6680106,53.58429708,0,291.1660477,54.06334218,237.1027056,,1,
EM143,89,m,sca,ctrl,mg,cerebellum,0.276136364,3.830530303,24.0619697,26.55022727,41.98325758,84.10765152,109.6768939,44.67833333,0,206.4995455,30.74128788,175.7582576,,,
EM144,89,m,sca,ctrl,mg,cerebellum,0.451742424,4.555151515,20.81674242,22.86992424,34.00598485,72.01212121,92.31727273,36.96280303,0,230.9851515,38.94166667,192.0434848,,,
EM1,1,f,wt,ctrl,cs,hippocampus,428.704381,901.2525714,2239.285333,2049.597714,3106.745143,6525.377143,9718.106667,2935.702476,0,42074.63086,11180.94857,30893.68229,,,
EM2,1,f,wt,ctrl,cs,hippocampus,373.9093333,771.664,1860.771429,1700.382095,2603.111238,5773.064,8625.450286,2972.888762,0,43594.83238,10522.05448,33072.7779,,,
EM49,51,f,wt,ctrl,cs,hippocampus,113.9958974,453.4449231,791.9872821,991.9421538,1302.789333,5584.118154,8459.897436,3585.831795,0,24321.27056,3845.389538,20475.88103,,,
EM50,51,f,wt,ctrl,cs,hippocampus,281.6288,528.904,773.1396,1075.5152,1350.0312,5317.7836,8132.4872,3335.57,0,20421.8484,3528.724,16893.1244,,,
EM77,61,f,wt,ctrl,cs,hippocampus,205.1917895,629.2970526,1844.589474,2002.442526,3016.333263,6241.970526,9865.364842,3223.597263,0,25638.07579,5105.368421,20532.70737,,,
EM78,61,f,wt,ctrl,cs,hippocampus,148.0732075,589.7370566,1963.665509,2108.898113,3403.720755,5989.747925,9330.228679,3050.431245,0,19322.01781,3476.398642,15845.61917,,,
EM125,83,f,wt,ctrl,cs,hippocampus,58.55555556,331.1222222,938.604,1000.733333,2020.453778,6511.181333,9380.894667,3703.332889,0,19096.24356,3592.795111,15503.44844,,,
EM126,83,f,wt,ctrl,cs,hippocampus,140.7509333,422.9328,1163.552533,1443.232,2428.860267,5951.940267,8996.1824,3697.885333,0,20795.47893,4354.3936,16441.08533,,,
EM149,95,f,wt,ctrl,cs,hippocampus,3.76125,452.94375,1081.62075,1372.563,2057.37825,6015.3735,9149.97375,3809.63625,0,26464.7925,7137.53925,19327.25325,,,
EM150,95,f,wt,ctrl,cs,hippocampus,72.32061538,347.5323077,975.7267692,1243.814154,1768.763692,4623.843077,7048.409231,2962.592615,0,20690.29723,5573.332308,15116.96492,,,
EM33,34,f,sca,ctrl,cs,hippocampus,509.4948571,1013.737524,2197.073524,2260.993524,2487.76381,5791.890286,8803.856381,2863.771429,0,21449.71276,4312.857905,17136.85486,,,
EM34,34,f,sca,ctrl,cs,hippocampus,246.0849655,527.7597241,1056.218207,1059.913655,1130.244414,2935.977379,4574.463172,1566.710621,0,12119.4571,2809.417655,9310.039448,,,
EM61,57,f,sca,ctrl,cs,hippocampus,405.4931892,931.5852973,2507.670919,2673.804108,4152.954811,7806.966054,11091.72627,3995.915243,0,23165.7107,3516.423351,19649.28735,,,
EM62,57,f,sca,ctrl,cs,hippocampus,171.4776216,647.5658378,1895.722378,1993.348324,3166.307892,6477.378595,9246.243027,3777.418378,0,18692.31784,2957.331027,15734.98681,,,
EM73,60,f,sca,ctrl,cs,hippocampus,100.4485926,502.5653333,1970.509037,2090.229333,3597.703704,7384.286222,11838.64889,3837.164444,0,23832.02548,4543.054815,19288.97067,,,
EM74,60,f,sca,ctrl,cs,hippocampus,76.76993939,546.9755152,1875.481212,1957.171879,3425.370182,6377.188364,10145.67418,3442.102303,0,19992.4863,3588.240485,16404.24582,,,
EM109,73,f,sca,ctrl,cs,hippocampus,211.2,374.984,738.16,910.296,1028.088,4365.24,6917.896,2780.728,0,17676.824,3613.28,14063.544,,,
EM110,73,f,sca,ctrl,cs,hippocampus,243.3312,480.2794667,798.1568,975.6368,1211.3248,4292.2688,6738.401067,2546.237333,0,20402.52053,4624.408,15778.11253,,,
EM121,77,f,sca,ctrl,cs,hippocampus,22.65823256,424.8418605,1498.024186,1616.866047,2725.060465,6520.551628,9818.937488,3680.757767,0,21681.00614,3836.034977,17844.97116,,,
EM122,77,f,sca,ctrl,cs,hippocampus,440.8032,941.7762,2136.3492,2313.1356,3429.8928,7165.7754,10958.574,4007.8962,0,22100.34,4546.497,17553.843,,,
EM45,43,f,sca,eda,cs,hippocampus,390.0392258,923.5716129,2077.106065,2269.646968,3035.748129,6635.755871,10559.80335,3239.291871,0,20954.6431,4040.542452,16914.10065,,,
EM46,43,f,sca,eda,cs,hippocampus,469.6724211,854.6168421,1826.809263,2191.131789,2649.902737,5751.210947,9221.086316,2591.236632,0,16981.26063,3248.803789,13732.45684,,,
EM57,56,f,sca,eda,cs,hippocampus,162.21536,541.5248,1593.88736,1719.32288,2788.03808,5587.6416,8973.29088,2830.25248,0,18072.05536,2590.2832,15481.77216,,,
EM58,56,f,sca,eda,cs,hippocampus,237.3374359,731.8404103,1961.196718,2205.996718,3419.172513,6513.026051,10084.84636,3245.266872,0,19735.232,3122.113641,16613.11836,,,
EM69,59,f,sca,eda,cs,hippocampus,201.2612414,548.8678621,1406.052414,1566.541793,2015.960828,4001.354483,7397.124414,2467.424552,0,21013.1349,4416.932966,16596.20193,,,
EM70,59,f,sca,eda,cs,hippocampus,0,465.6866667,1603.757333,1808.981333,2343.076,5349.628,9368.666,3036.744,77.54266667,21689.28,5211.565333,16477.71467,,,
EM81,62,f,sca,eda,cs,hippocampus,67.17702564,628.2014359,1606.683077,1831.940923,3110.075897,6654.731077,10426.84103,3625.174154,0,23434.98297,3915.342359,19519.64062,,,
EM82,62,f,sca,eda,cs,hippocampus,54.0267907,554.1019535,1218.17414,1403.121488,2264.618233,5550.394047,8624.749953,3263.136558,0,23313.56595,4935.851163,18377.71479,,,
EM93,66,f,sca,eda,cs,hippocampus,95.58955932,492.9953898,1276.327729,1422.149695,2158.838644,5917.922441,8842.016949,3544.199186,0,20354.13112,3222.024407,17132.10671,,,
EM94,66,f,sca,eda,cs,hippocampus,201.2660513,549.1401026,1405.696,1507.647179,2297.381744,5577.074051,8217.831385,3129.79241,0,19451.88472,3457.245538,15994.63918,,,
EM5,2,m,wt,ctrl,cs,hippocampus,390.33275,805.9275,2380.94775,2276.33825,3437.9015,6774.8485,9456.8705,3100.71925,0,33122.20075,6072.145,27050.05575,,,
EM6,2,m,wt,ctrl,cs,hippocampus,487.8059574,1068.427574,3171.329021,3032.117106,4083.356596,8369.931915,11674.56409,3873.239489,0,45484.65021,9988.245106,35496.40511,,,
EM21,6,m,wt,ctrl,cs,hippocampus,445.5524848,875.7905455,1933.573818,1891.224242,2370.570667,5884.926061,9796.813576,2954.290909,0,35198.83588,8815.470545,26383.36533,,,
