id;genotype;age_cohort;born;experiment_start;age_in_start_(weeks);first_weight_(mg);pre_death_weight_(mg);epm_falls;epm_distance;epm_close1_dur;epm_close1_fre;epm_close1_to1;epm_close2_dur;epm_close2_fre;epm_close2_to1;epm_open1_dur;epm_open1_fre;epm_open1_to1;epm_open2_dur;epm_open2_fre;epm_open2_to1;of.distance;of.corner;of.center.dist;of.on.edges_narrow;of.distance_on_edges_narrow;olm_testing1;olm_stable1;olm_testing2;olm_stable2;olm_testing3;olm_stable3;olm_testing4;olm_stable4;startle_max;startle_lat_max;pre_max;pre_lat_max;digi_12_hind_Stance_Stride;digi_12_hind_Stride_Length;digi_12_hind_abs(Paw_Angle);digi_12_hind_Stance_Width;digi_12_hind_Stride_length_CV;digi_12_hind_Stance_Width_CV;digi_12_fore_Stance_Stride;digi_12_fore_Stride_Length;digi_12_fore_Stride_Length_CV;digi_18_hind_Stance_Stride;digi_18_hind_Stride_Length;digi_18_hind_abs(Paw_Angle);digi_18_hind_Stance_Width;digi_18_hind_Stride_length_CV;digi_18_hind_Stance_Width_CV;digi_18_fore_Stance_Stride;digi_18_fore_Stride_Length;digi_18_fore_Stride_Length_CV;rotarod1_1;rotarod1_2;rotarod1_3;rotarod1_4;rotarod1_5;rotarod2_1;rotarod2_2;rotarod2_3;rotarod2_4;rotarod2_5;rotarod3_1;rotarod3_2;rotarod3_3;rotarod3_4;rotarod3_5;rotarod4_1;rotarod4_2;rotarod4_3;rotarod4_4;rotarod4_5;rotarod5_1;rotarod5_2;rotarod5_3;rotarod5_4;rotarod5_5;mwm_probe_trial;mwm_lat_2_7;mwm_lat_8_9;mwm_non_mowing_1_7;t_maze1;t_maze2;t_maze3;t_maze4;t_maze5;t_maze6;t_maze7;t_maze8;t_maze9;t_maze10;t_maze11;fst5_freqency_immobile;fst5_first;fst_immobility1;fst_immobility2;fst_immobility3;fst_immobility4;fst_immobility5;fst_immobility6;brain_weight;cb_mol;cb_granular;DG_ML_volume;ca_srlm;hypoglossal_nuclues_volume(mm3);parietal_cortex_thickness(mm);ca_oriens_pyramidale(mm3);dg_hilus(mm3);dg_granular(mm3)
447;tg+;sca1_w06;20.05.2018;02.07.2018;6.1;19.57;21.72;0;1697.58;120.96;13;0;54.4;5;16.48;2.56;1;77.04;14.72;2;93.6;2475.706101;0.651737968;30.45818484;0.870098039;0.910425259;30;21;35;15;19;12;2;0;16.61;72.81;10.65;77.88;76.6;3.45;21.2;1.9;16.9475;17.71;74.825;3.125;37.795;76.05;4.85;19.775;2.15;10.1975;29.755;66.775;4.35;21.22;45;150;216;197;208;246;203;136;110;162;147;254;250;155;184;193;171;119;169;253;234;202;155;172;217;0;59.59;47.145;83.65815122;90;50;80;40;60;90;30;80;90;10;0;10;4;25.92;41.36;60;55.44;51.92;57.76;350;2.9988;2.6264;2.6496;4.672;;;;;
451;w;sca1_w06;24.05.2018;02.07.2018;5.6;20.16;22.56;0;1772.03;85.52;9;4.16;44.96;6;154.24;34;3;112.48;24.88;3;64.32;5268.230811;0.658298156;28.03787549;0.920906465;0.767641294;64;40;50;39;46;36;44;34;21.65;75.33;9.38;86.71;76.3;4.5;17.05;1.5;35.56;55.22;69;4.05;37.59;70.66666667;5.516666667;20.6;2.033333333;11.275;22.94666667;64.86666667;5.416666667;14.21333333;85;97;107;52;76;139;171;191;212;175;217;228;267;163;184;140;285;275;210;172;155;182;172;217;212;0.158;46.74;21.62999988;30.8260957;50;30;0;0;0;0;0;90;100;70;40;18;5.36;24.4;18.64;30.4;49.6;29.2;37.6;369;2.71584;2.51248;2.8928;5.1456;;;;;
552;tg+;sca1_w06;10.08.2018;17.09.2018;5.4;20.5;21.98;0;1360;121.84;6;19.04;120.32;6;0;0;0;0;0;0;0;2318.923125;0.806286224;29.98331193;0.940035667;0.822617418;13;10;5;6;8;7;7;9;14.17;73.35;8.59;90.79;72.9;4.5;21.85;2.2;4.735;6.52;69.5;4.45;14.715;79.9;5.4;21;2.3;8.335;21.42;63.25;5.3;17.8;58;184;203;140;172;67;104;168;164;136;185;207;139;156;190;267;153;183;190;166;236;162;168;126;171;0.206000003;53.14999996;23.835;56.1037117;80;60;20;30;30;30;20;70;50;60;100;17;12.32;10.72;4.64;29.04;33.12;36.96;34.16;373;;;;;;;;;
553;w;sca1_w06;10.08.2018;17.09.2018;5.4;21.1;22.47;0;1227.33;116.8;10;45.2;31.36;4;38;0;0;0;0;0;0;3241.542825;0.537880471;26.99555669;0.885803155;0.72248736;15;20;13;11;17;15;13;23;19.07;69.29;11.92;82.46;77.525;5.175;24.075;1.95;12.5475;16.3;64.7;4.9;23.86;70.55;5.825;19.8;1.8;8.3575;9.31;65.85;5.75;18.63;123;143;139;150;141;192;166;156;195;134;169;155;103;183;162;212;217;255;223;188;169;206;202;193;152;0.112;44.7;17.88;23.50611401;90;0;0;0;0;0;0;100;30;10;0;25;34.8;9.92;15.04;16;19.04;27.92;24.96;361;;;;;;;;;
452;w;sca1_w10;04.07.2018;17.09.2018;10.7;29;30.46;0;1708.13;115.6;10;0.8;73.36;7;58.56;0;0;0;0;0;0;2719.362866;0.684736725;24.19390073;0.812486114;0.671762111;9;10;3;3;7;7;15;11;14.49;69.88;5.53;113.13;77;4.1;16.05;2.3;22.48;18.96;73.55;4.05;27.395;72.15;5.4;15.475;2.25;14.35;8.405;66.975;5.4;19.52;52;18;89;78;107;93;92;112;102;89;136;120;86;84;102;94;43;68;74;71;61;57;79;72;74;0.215568866;37.98999992;16.57499988;19.54367425;70;30;10;0;10;0;0;80;20;0;0;5;11.2;4;0;0;0;3.52;20.08;386;2.3744;2.2528;3.1536;5.475858824;;;;;
453;w;sca1_w10;08.07.2018;17.09.2018;10.1;26;27.91;0;1949.69;78.4;8;19.68;76.48;10;14.72;13.84;2;124.88;11.84;2;111.04;5987.036718;0.552959502;25.79603403;0.773030708;0.662539923;35;30;18;32;36;34;24;32;16.11;80.56;7.25;117.42;73.8;5.975;17.375;2.45;8.8725;10.69;71.75;5.675;16.0675;67.675;5.325;14.7;1.95;10.5225;4.805;66.15;5.175;15.275;46;93;109;113;113;149;80;109;271;234;154;241;127;122;156;141;96;48;117;138;112;27;164;114;145;0.145708583;29.60999996;10.78499988;5.217700961;70;40;30;10;0;0;0;60;40;30;0;0;0;0;0;0;0;0;0;379;2.17664;1.89088;3.4944;5.8944;;;;;
454;tg+;sca1_w10;08.07.2018;17.09.2018;10.1;21;22.08;0;1290.22;30.88;5;19.04;125.6;9;8.08;0;0;0;12;1;44.08;3678.710788;0.71444494;29.93604199;0.946946054;0.840714327;12;4;0;1;19;19;3;0;15.63;74.1;11.18;77.33;72.725;4.175;16.5;2.05;13.4225;6.95;71.25;4.15;22.6175;72.6;6.05;12.45;1.8;9.28;6.51;64.35;5.9;12.115;120;158;108;139;131;168;160;131;120;161;147;150;188;165;167;167;194;157;167;158;131;153;185;154;170;0.179640719;54.96499996;60.11999988;77.71956106;80;70;10;0;10;0;0;90;90;80;40;12;2.96;31.04;34.32;43.6;56.16;56.24;56.96;316;2.495709091;2.455563636;2.2912;4.3968;;;;;
455;tg+;sca1_w10;10.07.2018;17.09.2018;9.9;22;23.97;0;1339.44;177.12;10;0;30.16;3;268.72;0;0;0;0;0;0;4542.87531;0.673183737;28.30897284;0.888913575;0.805778722;40;36;6;13;18;20;20;14;16.2;75.17;10.2;81.5;79.7;3.9;13.65;1.9;19.71;21.89;63.3;4.1;27.455;65.825;5.225;12.225;2.05;15.325;9.05;69.05;5.325;11.99;61;98;76;98;86;214;253;185;108;146;176;182;150;81;165;227;213;200;218;187;159;225;244;201;190;0.153692615;42.86499996;22.68;25.95272343;0;0;0;0;0;0;0;100;100;30;50;5;123.68;0;0;7.92;0;3.92;8.24;338;;;;;;;;;
456;tg+;sca1_w10;10.07.2018;17.09.2018;9.9;24;23.43;0;1769.66;154.64;10;0;96.64;8;8.32;0;0;0;1.12;1;27.28;4136.015653;0.75044603;28.73946457;0.936886708;0.838170774;6;14;8;7;15;11;10;12;31.81;118.31;24.55;117.5;;;;;;;;;;;;;;;;;;;49;49;65;66;60;112;137;162;112;99;80;151;107;152;140;73;108;77;140;164;177;149;161;147;122;0.185628746;38.98499992;21.92999988;28.55222609;50;40;40;40;50;30;0;100;70;80;70;18;16.56;12.56;16.72;33.28;10.8;25.84;6.8;374;;;;;;;;;
457;tg+;sca1_w10;10.07.2018;17.09.2018;9.9;23;23.06;0;1130.69;183.12;8;0;73.92;5;54.32;0;0;0;0;0;0;3577.128745;0.540546545;26.87387509;0.759608976;0.644935023;43;46;13;33;12;18;5;3;26.13;104.88;16.13;100.96;;;;;;;;;;;;;;;;;;;44;91;75;68;80;77;131;108;89;70;110;72;87;200;73;46;49;82;61;79;44;65;64;82;86;0.355289421;42.78;20.55;48.8355423;40;0;10;0;0;20;10;100;100;100;100;13;14.8;16.96;27.36;22.08;47.76;32.56;38.72;351;;;;;;;;;
547;w;sca1_w06;07.09.2018;22.10.2018;6.4;21.1;22.1;0;1811.64;98.16;9;3.04;156.32;10;16.56;1.6;1;195.92;2;1;190.4;4410.668645;0.631415241;29.28432182;0.919573428;0.820335872;13;9;20;28;13;10;41;18;20.86;72.81;8.32;106.38;75.55;4.025;23.7;2.35;18.1425;10.36;69.875;4.2;10.46;71.53333333;5.166666667;20.65;2.233333333;5.711666667;17.53666667;64.15;5.183333333;23.33166667;73;138;133;253;156;288;269;123;138;123;205;246;214;178;228;225;166;234;268;212;156;119;62;198;173;0.156;50.065;20.07;51.79281594;70;10;0;20;0;0;0;90;60;30;30;13;25.04;2.8;10.16;31.76;39.84;39.04;30.16;439;3.371076923;2.998769231;;;;;;;
548;w;sca1_w06;07.09.2018;22.10.2018;6.4;20;21.17;0;2698.77;79.28;11;11.92;115.68;16;0;15.2;3;58.08;18.64;2;121.2;5998.41781;0.572640036;28.58584049;0.872349922;0.711402865;27;15;54;15;37;27;21;22;17.5;74.83;9.04;88.71;76.86666667;4.1;21.65;2.133333333;8.901666667;21.33333333;72.03333333;3.8;22.22833333;73.93333333;4.85;19.55;1.833333333;8.746666667;17.52333333;68.18333333;4.866666667;12.46333333;43;272;328;300;261;269;240;114;242;44;322;325;303;247;243;296;262;251;258;204;318;94;253;322;249;0.23;46.975;16.14;38.33112596;30;0;0;0;10;0;0;90;80;50;30;7;2.32;5.12;0.24;7.6;0;1.92;9.36;409;;;3.4432;5.6832;;;;;
549;w;sca1_w06;07.09.2018;22.10.2018;6.4;20;21.19;0;1730.47;85.12;10;44.8;84.64;11;0;0;0;0;0;0;0;8449.807181;0.47700511;25.83394868;0.829371251;0.705607238;36;29;42;16;25;12;37;24;18.92;71.46;8.15;84.96;;;;;;;;;;71.75;5.4;15.975;2;6.8275;6.765;63.55;4.925;23.2375;41;114;62;118;161;161;117;149;198;220;194;148;106;101;171;179;206;182;185;259;166;106;217;156;187;0.146;41.4;10.97999988;13.13734183;50;50;30;0;0;0;0;80;80;30;20;0;360;0;0;0;0;0;0;422;;;3.487831579;5.905010526;;;;;
550;w;sca1_w06;07.09.2018;22.10.2018;6.4;20;21.86;0;1777.57;78.96;8;5.76;146.48;12;17.92;0;0;0;0;0;0;9379.729444;0.531215285;27.96389548;0.909131304;0.843528513;36;47;36;37;27;44;13;18;14.89;77.02;6.42;94.25;80.55;4.25;21.8;2.6;18.965;2.88;66.75;4.15;46.225;78.8;5.45;18.35;2.3;10.165;30;65.4;5.25;22.35;78;47;104;92;66;177;159;154;112;142;170;160;187;126;150;185;139;203;122;129;166;178;141;83;126;0.21686747;39.145;22.095;4.357594424;60;30;60;10;10;0;0;80;30;30;20;4;96.96;0;0.88;19.92;0;0;0;432;;;3.328;5.8624;;;;;
513;w;sca1_w10;11.08.2018;22.10.2018;10.3;24;25.9;0;2664.87;67.36;15;9.44;75.92;14;0;34;3;84.72;17.52;1;323.12;4428.570865;0.53854699;24.21317985;0.721395246;0.629321781;10;28;17;18;19;11;15;20;36.98;64.31;20.84;68.92;78.775;4.225;16.925;1.95;13.7225;34.41;69.7;3.925;29.155;83.4;5.25;17.2;1.4;13.95;23.33;66.5;4.85;35.61;85;110;168;84;111;138;212;107;228;210;186;222;158;159;154;181;132;139;93;84;133;54;55;88;56;0.259481038;48.29166667;49.275;23.56889044;70;30;30;10;20;10;10;90;90;40;0;16;1.52;16;21.12;25.68;47.36;44;18.96;372;;;;;;;;;
515;w;sca1_w10;11.08.2018;22.10.2018;10.3;25;24.85;0;2580.7;70.88;15;10.96;49.2;8;18.08;26.88;6;2.8;33.6;3;231.36;7025.433053;0.56431904;27.01386849;0.849366807;0.755994127;40;55;31;47;47;45;30;49;20.9;84.73;15.16;93.75;83.9;4.75;20.85;2.2;10.01;5.07;70.05;4.5;8.08;78.35;5.9;19.3;2;8.74;5.01;64.05;6;13.12;87;102;125;129;120;207;96;98;244;232;245;170;76;132;236;213;219;183;93;139;129;91;136;131;119;0.165668663;35.03833333;18.315;13.43640429;30;10;0;0;0;0;0;70;20;10;10;17;56.72;1.36;11.92;19.52;20.88;30.72;0;410;;;;;;;;;
521;w;sca1_w10;10.08.2018;22.10.2018;10.4;26;26.58;0;3371.37;77.28;16;10.8;88.88;21;2.24;22.48;5;59.84;28.88;4;50.8;7730.444728;0.462138085;25.57700004;0.812694878;0.745680362;49;51;40;58;60;62;40;51;14.15;97.67;5.9;172.54;;;;;;;;;;75.76666667;5.7;18.61666667;2.066666667;10.49333333;34.42666667;61.25;5.366666667;23.11333333;62;67;62;93;98;112;162;115;148;166;94;139;165;131;181;149;139;172;112;155;173;147;191;217;233;0.179640719;42.905;57.255;59.86720108;0;0;10;10;10;0;10;70;70;20;0;32;2.48;30.72;38.16;34.96;26;40.72;32.08;349;;;;;;;;;
122;w;sca1_w17;02.05.2017;04.09.2017;17.9;30.3;28.9;0;2631.85;62.24;11;56.48;70.64;14;0.4;34.8;7;11.68;26.16;3;106.08;6547.501984;0.586061011;27.95874745;0.876864841;0.790591581;47;42;22;21;40;21;19;44;24.51;80.79;9.61;117.42;77.275;4.25;19.675;2.9;15.395;6.61;67.425;3.675;39.5325;73.35;5.583333333;19.8;2.833333333;8.755;4.94;64.56666667;5.433333333;25.21666667;72;135;110;119;139;160;111;148;209;194;205;278;284;220;258;253;261;222;302;223;123;139;144;165;236;0.11752988;31.005;13.41;4.148436456;90;20;0;10;10;0;0;70;50;10;0;4;253.2;0;0;0;0;33.92;23.6;;;;;;;;;;
123;w;sca1_w17;02.05.2017;04.09.2017;17.9;29.2;29.4;0;1377.51;26.32;2;217.36;81.12;6;35.04;24.72;2;324.08;26.72;2;6.72;6564.517859;0.533437014;26.17508543;0.817151744;0.77151594;36;47;21;27;22;53;40;19;20.5;98.94;6.18;137.29;76.85;3.95;14;2.3;23.035;21.69;64.4;4.1;26.055;73.725;5.775;13.075;2.35;19.6525;30.46;59.2;6.1;29.6675;83;95;77;88;129;175;115;192;172;175;203;180;221;142;200;208;154;141;162;158;208;145;186;191;233;0.225099602;25.45;9.975;4.770466144;30;0;10;20;20;30;10;100;90;20;0;1;351.76;0;0;0;0;0;8.56;;;;;;;;;;
128;w;sca1_w17;30.04.2017;04.09.2017;18.1;29.9;29.5;0;2377.82;54.64;9;69.68;94.88;17;7.84;11.6;1;132.72;12.4;2;127.84;7525.254818;0.545028979;26.01000378;0.835711101;0.762553622;28;23;37;25;19;27;19;22;10.64;117.71;6.86;180.04;74.8125;4.2875;15.0125;2.6;16.9025;13.7725;62.3125;4.1375;26.7175;67.1;5.25;15.25;2.4;12.22;9.32;56.375;5.125;28.1875;182;188;194;128;78;90;213;179;129;110;208;210;236;197;227;189;201;159;191;142;177;206;233;221;214;0.039840637;54.015;41.82;51.52381281;60;30;0;0;20;10;10;80;50;10;0;16;11.84;9.52;26.16;34.64;23.76;38.32;38.24;;;;;;;;;;
129;w;sca1_w17;30.04.2017;04.09.2017;18.1;26.1;26.8;0;2058.31;66.72;12;25.52;83.12;12;61.6;0;0;0;18.96;1;321.6;6724.700632;0.472666667;25.134267;0.728222222;0.719518826;39;47;42;42;44;40;38;38;14.41;92.33;7.03;139.92;79.675;4.675;18.05;2.85;27.7;11.545;63.85;4.425;34.4675;72.1;6.15;18.75;2.8;13.765;16.41;59.05;6.1;20.32;86;154;181;142;90;192;186;120;207;186;227;203;205;213;240;168;220;217;157;183;237;257;215;235;201;0.061752988;55.995;30.405;57.39840277;30;50;30;10;0;0;0;30;30;30;30;15;17.2;20.48;36.24;40.56;43.76;42;49.92;;;;;;;;;;
133;tg+;sca1_w17;02.05.2017;04.09.2017;17.9;26.1;24.9;0;1073.58;45.6;4;20.24;166;4;30.64;0;0;0;3.68;1;13.68;1555.814307;0.780525847;28.26501155;0.830659537;0.84328487;26;20;10;18;2;7;6;4;6.68;176.94;5.39;225.25;78.35;4.1;14.11666667;2.266666667;17.99166667;14.84333333;63.16666667;4.066666667;30.61;77.175;5.225;12.15;2.275;11.83125;10.5475;63.7125;5.1125;24.465;1;89;83;65;77;76;120;112;63;71;70;53;109;79;62;96;141;86;104;108;83;110;79;106;92;0.304780876;60.005;46.92;46.32384066;50;70;100;60;60;30;20;90;100;70;90;8;10.64;11.12;9.04;14.88;9.36;15.44;60;;;;;;;;;;
134;tg+;sca1_w17;02.05.2017;04.09.2017;17.9;23.9;22.4;0;1517.66;92.72;7;197.2;16.48;1;309.12;127.52;4;23.28;29.04;2;174.56;2667.942527;0.66874028;29.41682574;0.833592535;0.857009811;32;23;8;30;12;23;5;8;20.04;88.73;10.91;141.54;78.8;4.125;19.2;2.55;21.5625;7.805;67.725;4.35;40.2575;;;;;;;;;;61;59;57;53;54;108;108;103;60;72;64;62;78;104;80;84;76;52;40;64;108;106;115;101;65;0.001992032;57.92;59.04;68.41718661;90;100;70;60;40;50;60;20;40;20;10;8;5.52;21.2;23.28;0;1.92;0.8;11.04;;;;;;;;;;
